Expiration Date;Calls;Last Sale;Net;Bid;Ask;Vol;IV;Delta;Gamma;Open Int;Strike;Puts;Last Sale;Net;Bid;Ask;Vol;IV;Delta;Gamma;Open Int
11/08/2019;SPXW191108C01950000;0;0;1130.6;1153.2;0;0;0.9981;0;0;1950.000;SPXW191108P01950000;0.1;0;0;0.05;0;14.5415;#FIELD!;0;3298
11/08/2019;SPXW191108C02000000;0;0;1080.6;1103.2;0;0;0.998;0;0;2000.000;SPXW191108P02000000;0.1;0;0;0.05;0;13.751;#FIELD!;0;2913
11/08/2019;SPXW191108C02050000;0;0;1030.6;1053.2;0;0;0.9978;0;0;2050.000;SPXW191108P02050000;0.1;0;0;0.05;0;13.0145;#FIELD!;0;1312
11/08/2019;SPXW191108C02100000;0;0;980.6;1003.2;0;0;0.9977;0;0;2100.000;SPXW191108P02100000;0.05;0;0;0.05;0;12.3081;#FIELD!;0;1209
11/08/2019;SPXW191108C02150000;0;0;930.6;953.2;0;0;0.9976;0;0;2150.000;SPXW191108P02150000;0.05;0;0;0.05;0;11.5925;#FIELD!;0;9539
11/08/2019;SPXW191108C02200000;894.62;0;880.6;903.2;0;0;0.9974;0;1;2200.000;SPXW191108P02200000;0.05;0;0;0.05;0;10.8978;#FIELD!;0;1251
11/08/2019;SPXW191108C02225000;0;0;855.3;878.2;0;0;0.9985;0;0;2225.000;SPXW191108P02225000;0.05;0;0;0.05;0;10.5375;#FIELD!;0;46
11/08/2019;SPXW191108C02250000;0;0;830.6;853.2;0;0;0.9973;0;0;2250.000;SPXW191108P02250000;0.05;0;0;0.05;0;10.228;#FIELD!;0;578
11/08/2019;SPXW191108C02275000;0;0;805.6;828.2;0;0;0.9972;0;0;2275.000;SPXW191108P02275000;0.05;0;0;0.05;0;9.876;#FIELD!;0;1194
11/08/2019;SPXW191108C02300000;0;0;780.6;803.2;0;0;0.9971;0;0;2300.000;SPXW191108P02300000;0.05;0;0;0.05;0;9.501;#FIELD!;0;1156
11/08/2019;SPXW191108C02325000;0;0;755.6;778.2;0;0;0.997;0;0;2325.000;SPXW191108P02325000;0.05;0;0;0.05;0;9.1566;#FIELD!;0;961
11/08/2019;SPXW191108C02350000;0;0;730.6;753.2;0;0;0.9969;0;0;2350.000;SPXW191108P02350000;0.05;0;0;0.05;0;8.9066;#FIELD!;0;628
11/08/2019;SPXW191108C02370000;0;0;710.3;733.2;0;0;0.9982;0;0;2370.000;SPXW191108P02370000;0.8;0;0;0.05;0;8.6446;#FIELD!;0;303
11/08/2019;SPXW191108C02375000;0;0;705.6;728.2;0;0;0.9968;0;0;2375.000;SPXW191108P02375000;0.05;0;0;0.05;0;8.579;#FIELD!;0;2378
11/08/2019;SPXW191108C02380000;0;0;700.3;723.2;0;0;0.9982;0;0;2380.000;SPXW191108P02380000;0.3;0;0;0.05;0;8.5137;#FIELD!;0;211
11/08/2019;SPXW191108C02390000;0;0;690.3;713.2;0;0;0.9982;0;0;2390.000;SPXW191108P02390000;0.2;0;0;0.05;0;8.3677;#FIELD!;0;260
11/08/2019;SPXW191108C02400000;694;0;680.6;703.2;0;0;0.9967;0;1;2400.000;SPXW191108P02400000;0.05;0;0;0.05;0;8.2837;#FIELD!;0;1500
11/08/2019;SPXW191108C02410000;0;0;670.3;693.2;0;0;0.9981;0;0;2410.000;SPXW191108P02410000;0.59;0;0;0.05;0;8.1355;#FIELD!;0;70
11/08/2019;SPXW191108C02420000;0;0;660.3;683.2;0;0;0.9981;0;0;2420.000;SPXW191108P02420000;0.05;0;0;0.05;0;8.001;#FIELD!;0;529
11/08/2019;SPXW191108C02425000;0;0;655.6;678.2;0;0;0.9966;0;0;2425.000;SPXW191108P02425000;0.25;0;0;0.05;0;7.9385;#FIELD!;0;4153
11/08/2019;SPXW191108C02430000;0;0;650.3;673.2;0;0;0.9981;0;0;2430.000;SPXW191108P02430000;0.2;0;0;0.05;0;7.876;#FIELD!;0;10355
11/08/2019;SPXW191108C02440000;0;0;640.3;663.2;0;0;0.998;0;0;2440.000;SPXW191108P02440000;0.05;0;0;0.05;0;7.751;#FIELD!;0;5092
11/08/2019;SPXW191108C02450000;0;0;630.6;653.2;0;0;0.9965;0;0;2450.000;SPXW191108P02450000;0.05;0;0;0.05;0;7.6519;#FIELD!;0;7267
11/08/2019;SPXW191108C02460000;0;0;620.6;643.2;0;0;0.9964;0;0;2460.000;SPXW191108P02460000;0.05;0;0;0.05;0;7.5189;#FIELD!;0;5202
11/08/2019;SPXW191108C02470000;467.2;0;610.6;633.2;0;0;0.9964;0;3;2470.000;SPXW191108P02470000;0.05;0;0;0.05;0;7.351;#FIELD!;0;1989
11/08/2019;SPXW191108C02475000;0;0;605.6;628.2;0;0;0.9963;0;0;2475.000;SPXW191108P02475000;0.05;0;0;0.05;0;7.3165;#FIELD!;0;10150
11/08/2019;SPXW191108C02480000;0;0;600.6;623.2;0;0;0.9963;0;0;2480.000;SPXW191108P02480000;0.05;0;0;0.05;0;7.2854;#FIELD!;0;117
11/08/2019;SPXW191108C02490000;0;0;590.6;613.2;0;0;0.9963;0;0;2490.000;SPXW191108P02490000;0.05;0;0;0.05;0;7.1305;#FIELD!;0;131
11/08/2019;SPXW191108C02500000;0;0;580.3;603.2;0;0;0.9978;0;0;2500.000;SPXW191108P02500000;0.05;0;0;0.05;0;6.9838;#FIELD!;0;8301
11/08/2019;SPXW191108C02510000;0;0;570.6;593.2;0;0;0.9961;0;0;2510.000;SPXW191108P02510000;0.05;0;0;0.05;0;6.9112;#FIELD!;0;233
11/08/2019;SPXW191108C02515000;0;0;565.3;588.2;0;0;0.9978;0;0;2515.000;SPXW191108P02515000;0.05;0;0;0.05;0;6.844;#FIELD!;0;92
11/08/2019;SPXW191108C02520000;0;0;560.6;583.2;0;0;0.9961;0;0;2520.000;SPXW191108P02520000;0.05;0;0;0.05;0;6.7377;#FIELD!;0;60
11/08/2019;SPXW191108C02525000;557.2;2.3;555.6;578.2;3;0;0.996;0;3;2525.000;SPXW191108P02525000;0.07;0;0;0.05;0;6.6543;#FIELD!;0;7337
11/08/2019;SPXW191108C02530000;0;0;550.6;573.2;0;0;0.996;0;0;2530.000;SPXW191108P02530000;0.4;0;0;0.05;0;6.6468;#FIELD!;0;451
11/08/2019;SPXW191108C02535000;0;0;545.3;568.2;0;0;0.9977;0;0;2535.000;SPXW191108P02535000;0.52;0;0;0.05;0;6.5853;#FIELD!;0;32
11/08/2019;SPXW191108C02540000;0;0;540.6;563.2;0;0;0.9959;0.0001;0;2540.000;SPXW191108P02540000;0.15;0;0;0.05;0;6.5228;#FIELD!;0;240
11/08/2019;SPXW191108C02545000;0;0;535.3;558.2;0;0;0.9977;0;0;2545.000;SPXW191108P02545000;0.6;0;0;0.05;0;6.46;#FIELD!;0;241
11/08/2019;SPXW191108C02550000;0;0;530.6;553.2;0;0;0.9959;0.0001;0;2550.000;SPXW191108P02550000;0.05;0;0;0.05;0;6.3973;#FIELD!;0;5781
11/08/2019;SPXW191108C02555000;0;0;525.3;548.2;0;0;0.9976;0;0;2555.000;SPXW191108P02555000;0.2;0;0;0.05;0;6.3306;#FIELD!;0;403
11/08/2019;SPXW191108C02560000;0;0;520.6;543.2;0;0;0.9958;0.0001;0;2560.000;SPXW191108P02560000;0.4;0;0;0.05;0;6.26;#FIELD!;0;611
11/08/2019;SPXW191108C02565000;0;0;515.3;538.2;0;0;0.9976;0;0;2565.000;SPXW191108P02565000;0.2;0;0;0.05;0;6.2425;#FIELD!;0;352
11/08/2019;SPXW191108C02570000;0;0;510.6;533.2;0;0;0.9957;0.0001;0;2570.000;SPXW191108P02570000;0.05;0;0;0.05;0;6.1668;#FIELD!;0;168
11/08/2019;SPXW191108C02575000;486.08;0;505.6;528.2;0;0;0.9957;0.0001;1;2575.000;SPXW191108P02575000;0.05;0;0;0.05;0;6.0967;#FIELD!;0;1221
11/08/2019;SPXW191108C02580000;0;0;500.6;523.2;0;0;0.9957;0.0001;0;2580.000;SPXW191108P02580000;0.05;0;0;0.05;0;6.001;#FIELD!;0;499
11/08/2019;SPXW191108C02585000;0;0;495.3;518.2;0;0;0.9975;0;0;2585.000;SPXW191108P02585000;0.05;0;0;0.05;0;6.001;#FIELD!;0;272
11/08/2019;SPXW191108C02590000;0;0;490.6;513.2;0;0;0.9956;0.0001;0;2590.000;SPXW191108P02590000;0.05;0;0;0.05;0;5.876;#FIELD!;0;4118
11/08/2019;SPXW191108C02595000;0;0;485.3;508.2;0;0;0.9975;0;0;2595.000;SPXW191108P02595000;0.2;0;0;0.05;0;5.859;#FIELD!;0;329
11/08/2019;SPXW191108C02600000;0;0;480.6;503.2;0;0;0.9955;0.0001;0;2600.000;SPXW191108P02600000;0.05;0;0;0.05;0;5.751;#FIELD!;0;1384
11/08/2019;SPXW191108C02605000;0;0;475.3;498.2;0;0;0.9974;0;0;2605.000;SPXW191108P02605000;0.15;0;0;0.05;0;5.751;#FIELD!;0;48
11/08/2019;SPXW191108C02610000;0;0;470.6;493.2;0;0;0.9954;0.0001;0;2610.000;SPXW191108P02610000;0.7;0;0;0.05;0;5.6596;#FIELD!;0;1111
11/08/2019;SPXW191108C02615000;0;0;465.3;488.2;0;0;0.9974;0;0;2615.000;SPXW191108P02615000;1.35;0;0;4.8;0;5.5968;#FIELD!;0;1
11/08/2019;SPXW191108C02620000;0;0;460.6;483.2;0;0;0.9953;0.0001;0;2620.000;SPXW191108P02620000;0.12;0;0;0.05;0;5.536;#FIELD!;0;57
11/08/2019;SPXW191108C02625000;0;0;455.6;478.2;0;0;0.9953;0.0001;0;2625.000;SPXW191108P02625000;0.14;0;0;0.05;0;5.4774;#FIELD!;0;5260
11/08/2019;SPXW191108C02630000;0;0;450.6;473.2;0;0;0.9952;0.0001;0;2630.000;SPXW191108P02630000;0.6;0;0;0.05;0;5.4208;#FIELD!;0;137
11/08/2019;SPXW191108C02635000;0;0;445.3;468.2;0;0;0.9973;0;0;2635.000;SPXW191108P02635000;0.1;0;0;0.05;0;5.3654;#FIELD!;0;321
11/08/2019;SPXW191108C02640000;0;0;440.6;463.2;0;0;0.9951;0.0001;0;2640.000;SPXW191108P02640000;0.1;0;0;0.05;0;5.3103;#FIELD!;0;3854
11/08/2019;SPXW191108C02645000;0;0;435.3;458.2;0;0;0.9972;0;0;2645.000;SPXW191108P02645000;0.1;0;0;0.05;0;5.2544;#FIELD!;0;1109
11/08/2019;SPXW191108C02650000;0;0;430.6;453.2;0;0;0.995;0.0001;0;2650.000;SPXW191108P02650000;0.05;0;0;0.05;0;5.1894;#FIELD!;0;1769
11/08/2019;SPXW191108C02655000;0;0;425.3;448.2;0;0;0.9971;0.0001;0;2655.000;SPXW191108P02655000;0.2;0;0;0.05;0;5.1686;#FIELD!;0;3767
11/08/2019;SPXW191108C02660000;330.2;0;420.6;443.2;0;0;0.9949;0.0001;3;2660.000;SPXW191108P02660000;0.15;0;0;0.05;0;5.0437;#FIELD!;0;2761
11/08/2019;SPXW191108C02665000;0;0;415.3;438.2;0;0;0.9971;0.0001;0;2665.000;SPXW191108P02665000;0.15;0;0;0.05;0;5.0252;#FIELD!;0;197
11/08/2019;SPXW191108C02670000;0;0;410.6;433.2;0;0;0.9948;0.0001;0;2670.000;SPXW191108P02670000;0.07;0;0;0.05;0;4.9664;#FIELD!;0;3659
11/08/2019;SPXW191108C02675000;0;0;405.6;428.2;0;0;0.9947;0.0001;0;2675.000;SPXW191108P02675000;0.05;0;0;0.05;0;4.8821;#FIELD!;0;3978
11/08/2019;SPXW191108C02680000;0;0;400.6;423.2;0;0;0.9947;0.0001;0;2680.000;SPXW191108P02680000;0.07;0;0;0.05;0;4.8674;#FIELD!;0;2677
11/08/2019;SPXW191108C02685000;0;0;395.6;418.2;0;0;0.9946;0.0001;0;2685.000;SPXW191108P02685000;0.05;0;0;0.05;0;4.7861;#FIELD!;0;271
11/08/2019;SPXW191108C02690000;0;0;392.5;413.2;0;0.02;0.9834;0.0002;0;2690.000;SPXW191108P02690000;0.2;0;0;0.05;0;4.7197;#FIELD!;0;583
11/08/2019;SPXW191108C02695000;0;0;387.5;408.2;0;0.02;0.9832;0.0002;0;2695.000;SPXW191108P02695000;0.05;0;0;0.05;0;4.699;#FIELD!;0;1120
11/08/2019;SPXW191108C02700000;0;0;382.5;403.2;0;0.02;0.983;0.0002;0;2700.000;SPXW191108P02700000;0.05;0;0;0.05;0;4.5857;#FIELD!;0;11913
11/08/2019;SPXW191108C02705000;0;0;377.5;398.2;0;0.02;0.9829;0.0002;0;2705.000;SPXW191108P02705000;0.05;0;0;0.05;0;4.5278;#FIELD!;0;990
11/08/2019;SPXW191108C02710000;0;0;372.5;393.2;0;0.02;0.9827;0.0002;0;2710.000;SPXW191108P02710000;0.05;0;0;0.05;0;4.4881;#FIELD!;0;549
11/08/2019;SPXW191108C02715000;0;0;367.5;388.2;0;0.02;0.9825;0.0002;0;2715.000;SPXW191108P02715000;0.05;0;0;0.05;0;4.4424;#FIELD!;0;404
11/08/2019;SPXW191108C02720000;300.25;0;362.5;383.2;0;0;0.9823;0.0002;215;2720.000;SPXW191108P02720000;0.05;0;0;0.05;0;4.3845;#FIELD!;0;468
11/08/2019;SPXW191108C02725000;244.8;0;357.5;378.2;0;0.02;0.9821;0.0002;1;2725.000;SPXW191108P02725000;0.05;0;0;0.05;0;4.3241;#FIELD!;0;340
11/08/2019;SPXW191108C02730000;0;0;352.5;373.2;0;0.02;0.9819;0.0002;0;2730.000;SPXW191108P02730000;0.05;0;0;0.05;0;4.2634;#FIELD!;0;2018
11/08/2019;SPXW191108C02735000;0;0;347.5;368.2;0;0.02;0.9817;0.0002;0;2735.000;SPXW191108P02735000;0.05;0;0;0.05;0;4.1966;#FIELD!;0;464
11/08/2019;SPXW191108C02740000;181.76;0;342.7;363.2;0;0.02;0.9803;0.0003;2;2740.000;SPXW191108P02740000;0.05;0;0;0.05;0;4.1677;#FIELD!;0;445
11/08/2019;SPXW191108C02745000;0;0;337.5;358.2;0;0.02;0.9812;0.0003;0;2745.000;SPXW191108P02745000;0.05;0;0;0.05;0;4.0942;#FIELD!;0;821
11/08/2019;SPXW191108C02750000;0;0;332.5;353.2;0;0.02;0.981;0.0003;0;2750.000;SPXW191108P02750000;0.05;0;0;0.05;0;4.001;#FIELD!;0;4849
11/08/2019;SPXW191108C02755000;0;0;327.5;348.2;0;0.02;0.9808;0.0003;0;2755.000;SPXW191108P02755000;0.05;0;0;0.05;0;3.9697;#FIELD!;0;3898
11/08/2019;SPXW191108C02760000;0;0;322.5;343.2;0;0.02;0.9805;0.0003;0;2760.000;SPXW191108P02760000;0.05;0;0;0.05;0;3.9143;#FIELD!;0;705
11/08/2019;SPXW191108C02765000;202.68;0;317.5;338.2;0;0.02;0.9803;0.0003;0;2765.000;SPXW191108P02765000;0.05;0;0;0.05;0;3.8734;#FIELD!;0;1245
11/08/2019;SPXW191108C02770000;168.58;0;312.5;333.2;0;0.02;0.98;0.0003;0;2770.000;SPXW191108P02770000;0.05;0;0;0.05;0;3.8056;#FIELD!;0;2208
11/08/2019;SPXW191108C02775000;0;0;307.5;328.2;0;0.02;0.9798;0.0003;0;2775.000;SPXW191108P02775000;0.05;0;0;0.05;0;3.7277;#FIELD!;0;5604
11/08/2019;SPXW191108C02780000;290.8;0;302.5;323.2;0;0.02;0.9795;0.0003;572;2780.000;SPXW191108P02780000;0.05;0;0;0.05;0;3.6926;#FIELD!;0;1281
11/08/2019;SPXW191108C02785000;156.03;0;297.5;318.2;0;0.02;0.9792;0.0003;12;2785.000;SPXW191108P02785000;0.15;0;0;0.05;0;3.6212;#FIELD!;0;3286
11/08/2019;SPXW191108C02790000;160.21;0;292.5;313.2;0;0.02;0.979;0.0003;1;2790.000;SPXW191108P02790000;0.05;0;0;0.05;0;3.5484;#FIELD!;0;1545
11/08/2019;SPXW191108C02795000;0;0;287.5;308.2;0;0.02;0.9787;0.0003;0;2795.000;SPXW191108P02795000;0.05;0;0;0.05;0;3.5192;#FIELD!;0;831
11/08/2019;SPXW191108C02800000;208.1;0;282.5;303.2;0;0.02;0.9784;0.0003;4;2800.000;SPXW191108P02800000;0.05;0.025;0;0.05;3;3.4591;#FIELD!;0;7355
11/08/2019;SPXW191108C02805000;130.8;0;277.5;298.2;0;0.02;0.9781;0.0003;1;2805.000;SPXW191108P02805000;0.05;0;0;0.05;0;3.3794;#FIELD!;0;211
11/08/2019;SPXW191108C02810000;253.05;0;272.5;293.2;0;0.02;0.9778;0.0004;6;2810.000;SPXW191108P02810000;0.12;0;0;0.05;0;3.3611;#FIELD!;0;1234
11/08/2019;SPXW191108C02815000;248.45;0;267.6;288.2;0;0.02;0.9768;0.0004;5;2815.000;SPXW191108P02815000;0.1;0;0;0.05;0;3.282;#FIELD!;0;689
11/08/2019;SPXW191108C02820000;260.69;0.79;262.6;283.2;1;0.02;0.9764;0.0004;18;2820.000;SPXW191108P02820000;0.07;0;0;0.05;0;3.221;#FIELD!;0;3289
11/08/2019;SPXW191108C02825000;179.33;0;257.5;278.2;0;0.02;0.9768;0.0004;35;2825.000;SPXW191108P02825000;0.05;0;0;0.05;0;3.1471;#FIELD!;0;1630
11/08/2019;SPXW191108C02830000;250.97;0;252.5;273.2;0;0.02;0.9764;0.0004;18;2830.000;SPXW191108P02830000;0.05;0;0;0.05;0;3.106;#FIELD!;0;635
11/08/2019;SPXW191108C02835000;158.88;0;247.5;268.2;0;0.02;0.9761;0.0004;7;2835.000;SPXW191108P02835000;0.05;0.025;0;0.05;6;3.0712;#FIELD!;0;674
11/08/2019;SPXW191108C02840000;240.22;0.42;242.5;263.2;52;0.02;0.9757;0.0004;68;2840.000;SPXW191108P02840000;0.05;0;0;0.05;0;2.9969;#FIELD!;0;646
11/08/2019;SPXW191108C02845000;218.6;0;237.5;258.2;0;0;0.9753;0.0004;22;2845.000;SPXW191108P02845000;0.05;0;0;0.05;0;2.9356;#FIELD!;0;514
11/08/2019;SPXW191108C02850000;241.87;0;232.5;253.2;0;0.02;0.9749;0.0005;257;2850.000;SPXW191108P02850000;0.05;0.025;0;0.05;1;2.8995;#FIELD!;0;4641
11/08/2019;SPXW191108C02855000;212.61;0;227.5;248.2;0;0;0.9745;0.0005;14;2855.000;SPXW191108P02855000;0.05;0;0;0.05;0;2.8014;#FIELD!;0;1764
11/08/2019;SPXW191108C02860000;144.2;0;222.5;243.2;0;0.02;0.9741;0.0005;11;2860.000;SPXW191108P02860000;0.05;0;0;0.05;0;2.7649;#FIELD!;0;2569
11/08/2019;SPXW191108C02865000;136.23;0;217.5;238.2;0;0.02;0.9736;0.0005;23;2865.000;SPXW191108P02865000;0.08;0;0;0.05;0;2.7116;#FIELD!;0;127
11/08/2019;SPXW191108C02870000;193.65;0;212.5;233.2;0;0.02;0.9731;0.0005;75;2870.000;SPXW191108P02870000;0.09;0;0;0.05;0;2.6631;#FIELD!;0.0001;1085
11/08/2019;SPXW191108C02875000;188.17;0;209.6;224.9;0;0.02;0.9832;0.0004;358;2875.000;SPXW191108P02875000;0.07;0;0;0.05;0;2.5871;#FIELD!;0.0001;2944
11/08/2019;SPXW191108C02880000;209.4;0;204.6;217.9;0;0.02;0.9906;0.0003;84;2880.000;SPXW191108P02880000;0.05;0.025;0;0.05;1;2.5319;#FIELD!;0.0001;2366
11/08/2019;SPXW191108C02885000;119.4;0;199.6;214.4;0;0.02;0.988;0.0003;15;2885.000;SPXW191108P02885000;0.05;0;0;0.05;0;2.4665;#FIELD!;0.0001;710
11/08/2019;SPXW191108C02890000;192.75;0;195.6;209.4;0;0.02;0.9773;0.0005;34;2890.000;SPXW191108P02890000;0.05;0.025;0;0.05;1;2.4256;#FIELD!;0.0001;1724
11/08/2019;SPXW191108C02895000;187.67;2.62;189.6;204.4;20;0.02;0.9875;0.0004;286;2895.000;SPXW191108P02895000;0.05;0;0;0.05;0;2.3611;#FIELD!;0.0001;195
11/08/2019;SPXW191108C02900000;190.3;10.4;184.6;199.4;45;0.02;0.9872;0.0004;4346;2900.000;SPXW191108P02900000;0.03;0.005;0;0.05;778;2.311;#FIELD!;0.0001;5075
11/08/2019;SPXW191108C02905000;173.25;0;179.6;194.4;0;0.02;0.987;0.0004;24;2905.000;SPXW191108P02905000;0.05;0;0;0.05;0;2.251;#FIELD!;0.0001;1089
11/08/2019;SPXW191108C02910000;179.51;0;174.6;188.7;0;0.02;0.9975;0.0001;33;2910.000;SPXW191108P02910000;0.05;0.025;0;0.05;11;2.1885;#FIELD!;0.0001;718
11/08/2019;SPXW191108C02915000;166.63;1.73;169.6;184.5;1;0.02;0.9851;0.0004;3;2915.000;SPXW191108P02915000;0.05;0.025;0;0.05;49;2.126;#FIELD!;0.0001;1323
11/08/2019;SPXW191108C02920000;165;5.1;164.6;179.5;7;0.02;0.9847;0.0005;99;2920.000;SPXW191108P02920000;0.05;0.025;0;0.05;12;2.0635;#FIELD!;0.0001;1912
11/08/2019;SPXW191108C02925000;165.28;0;159.6;174.5;0;0;0.9843;0.0005;418;2925.000;SPXW191108P02925000;0.05;0.025;0;0.05;12;2.0322;#FIELD!;0.0001;2787
11/08/2019;SPXW191108C02930000;154.91;5.01;154.6;169.5;17;0;0.9839;0.0005;66;2930.000;SPXW191108P02930000;0.05;0;0;0.05;0;1.968;#FIELD!;0.0001;4057
11/08/2019;SPXW191108C02935000;139.47;0;149.6;164.5;0;0.02;0.9835;0.0005;32;2935.000;SPXW191108P02935000;0.05;0.025;0;0.05;2;1.9148;#FIELD!;0.0001;2030
11/08/2019;SPXW191108C02940000;142.75;0;149.6;154.4;0;0.02;0.9846;0.0005;64;2940.000;SPXW191108P02940000;0.05;0.025;0;0.05;1;1.8468;#FIELD!;0.0001;937
11/08/2019;SPXW191108C02945000;129.97;0;144.6;149.4;0;0.02;0.9841;0.0006;112;2945.000;SPXW191108P02945000;0.05;0.025;0;0.05;200;1.8048;#FIELD!;0.0001;2082
11/08/2019;SPXW191108C02950000;143.44;0;139.6;144.4;0;0.02;0.9837;0.0006;3316;2950.000;SPXW191108P02950000;0.05;0.025;0;0.05;211;1.7375;#FIELD!;0.0001;13459
11/08/2019;SPXW191108C02955000;130.01;5.26;134.6;139.4;16;0.02;0.9833;0.0006;151;2955.000;SPXW191108P02955000;0.05;0;0;0.05;0;1.6695;#FIELD!;0.0001;1316
11/08/2019;SPXW191108C02960000;125.01;5.21;129.6;134.3;2;0.02;0.9844;0.0006;94;2960.000;SPXW191108P02960000;0.05;0;0;0.05;0;1.6321;#FIELD!;0.0001;1618
11/08/2019;SPXW191108C02965000;120.3;5.55;124.6;129.4;4;0.02;0.9822;0.0007;126;2965.000;SPXW191108P02965000;0.05;0.025;0;0.05;1;1.5533;#FIELD!;0.0001;1307
11/08/2019;SPXW191108C02970000;115.25;5.6;119.6;124.4;1;0.02;0.9817;0.0008;266;2970.000;SPXW191108P02970000;0.05;0.025;0;0.05;4;1.5135;#FIELD!;0.0001;2452
11/08/2019;SPXW191108C02975000;111.3;6.75;114.6;119.4;881;0.02;0.981;0.0008;2313;2975.000;SPXW191108P02975000;0.05;0.025;0;0.05;1;1.454;#FIELD!;0.0002;10108
11/08/2019;SPXW191108C02980000;105.5;5.75;109.7;114.4;24;0.02;0.9786;0.0009;171;2980.000;SPXW191108P02980000;0.05;0;0;0.05;0;1.3811;#FIELD!;0.0002;3826
11/08/2019;SPXW191108C02985000;104.06;9.41;104.6;109.4;112;0.02;0.9796;0.0009;1094;2985.000;SPXW191108P02985000;0.05;0;0;0.05;0;1.3337;#FIELD!;0.0002;4160
11/08/2019;SPXW191108C02990000;99.01;9.31;99.7;104.4;5;0.02;0.977;0.001;381;2990.000;SPXW191108P02990000;0.05;0;0;0.05;0;1.2682;#FIELD!;0.0002;2111
11/08/2019;SPXW191108C02995000;89.4;4.85;94.7;99.4;8;0.02;0.9761;0.0011;113;2995.000;SPXW191108P02995000;0.05;#FIELD!;0;0.05;389;1.2288;#FIELD!;0.0002;2665
11/08/2019;SPXW191108C03000000;84.64;4.74;89.6;94.4;41;0.02;0.9773;0.0012;3647;3000.000;SPXW191108P03000000;0.05;#FIELD!;0;0.05;173;1.161;#FIELD!;0.0002;11888
11/08/2019;SPXW191108C03005000;83;8.1;84.7;89.4;19;0.02;0.9739;0.0013;389;3005.000;SPXW191108P03005000;0.05;#FIELD!;0;0.05;45;1.0947;#FIELD!;0.0002;2574
11/08/2019;SPXW191108C03010000;76.56;6.66;79.6;84.4;23;0.02;0.975;0.0014;910;3010.000;SPXW191108P03010000;0.05;#FIELD!;0;0.05;21;1.0447;#FIELD!;0.0003;3197
11/08/2019;SPXW191108C03015000;74.02;8.92;74.6;79.4;17;0.02;0.9738;0.0015;607;3015.000;SPXW191108P03015000;0.05;#FIELD!;0;0.05;51;0.9854;#FIELD!;0.0003;3102
